cluster_rank	cluster_id	work_group_id	oldest_thread_created_at	review_path	source_anchor	thread_count	pull_request_numbers	thread_ids	claim_headings	validation_gate	history_state
233	review-shared-change-history-1219d78e0411c9c13549f9b4cda1e4577e0ad8fb-adfa7ce2b-015cffcd0d68	work-r3v-native-object-lifetime-test-c-check-sampler-use-fail-988552c6abb0	2026-08-23T22:25:43Z	src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c	check sampler use fail closed const struct fixture f	1	"[""1744""]"	"[""PRRT_kwDOR3YK5M6bij-p""]"	"[""reset the query before the positive begin end leg""]"	warning-clean-driver-build-and-focused-test	changed-since-review
234	review-shared-change-history-adfa7ce2b0e930e3f198f703477c8c0797338246-a3d731fdd-c1e537fd76a8	work-r3v-native-recording-c-r3v-cmdendquery-290ec3676967	2026-08-23T22:26:59Z	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdendquery	2	"[""1745""]"	"[""PRRT_kwDOR3YK5M6bikcH"",""PRRT_kwDOR3YK5M6bikcL""]"	"[""reject secondaries containing deferred dispatches"",""reject secondary buffers that are not executable""]"	warning-clean-driver-build-and-focused-test	changed-since-review
235	review-shared-change-history-adfa7ce2b0e930e3f198f703477c8c0797338246-f1303a673-eb52e990f886	work-r3v-native-object-lifetime-test-c-check-query-zero-span-2e2a1a740763	2026-08-23T22:26:59Z	src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c	check query zero span const struct fixture f	1	"[""1745""]"	"[""PRRT_kwDOR3YK5M6bikcK""]"	"[""reset the primary through a permitted command pool path""]"	warning-clean-driver-build-and-focused-test	changed-since-review
236	review-shared-change-history-2e18300a2b42035a97b5fd350656b99cb9dbd7e0-8e1387b5c-d75a39fe988c	work-r3v-native-object-lifetime-test-c-check-host-events-const-3759cddb8cfb	2026-08-23T22:28:47Z	src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c	check host events const struct fixture f	3	"[""1747""]"	"[""PRRT_kwDOR3YK5M6bilH6"",""PRRT_kwDOR3YK5M6bilH7"",""PRRT_kwDOR3YK5M6bilH9""]"	"[""bound fence waits to expose signaling failures"",""calibrate the semaphore wait oracle"",""anchor the synchronous submission claim to its symbols""]"	warning-clean-driver-build-and-focused-test	changed-since-review
237	review-shared-change-history-a3d731fddaf773e547e3a057a93394025833e651-1099b1c71-ed73f39b066f	work-r3v-native-h-struct-r3v-native-query-pool-0d4140e72d67	2026-08-23T22:32:15Z	src/amd/r300/vulkan/r3v_native.h	struct r3v native query pool	1	"[""1746""]"	"[""PRRT_kwDOR3YK5M6bimU2""]"	"[""remove the 16 operation event recording ceiling""]"	warning-clean-driver-build-and-focused-test	changed-since-review
238	review-shared-change-history-a015140709531fdfbb364921ce32e9c3fa56c14c-23809ecb8-8ff3b83a197c	work-r3v-physical-device-c-r3v-physical-device-init-limits-struct-45aed731754b	2026-08-23T22:32:51Z	src/amd/r300/vulkan/r3v_physical_device.c	r3v physical device init limits struct vk properties const props	1	"[""1748""]"	"[""PRRT_kwDOR3YK5M6bimgO""]"	"[""replace the stale vulkan floor explanation""]"	warning-clean-driver-build-and-focused-test	changed-since-review
239	review-shared-change-history-ca164de881b81c1338ca63091bc50aa43c6c99f8-2e18300a2-4c2f857f7f3e	work-meson-build-if-with-tests-and-with-tools-contains-drm-1eebd483b0f6	2026-08-24T15:56:46Z	src/amd/r300/vulkan/meson.build	if with tests and with tools contains drm shim and cc get define	3	"[""1756"",""1760"",""1847""]"	"[""PRRT_kwDOR3YK5M6bwuq4"",""PRRT_kwDOR3YK5M6b1-TU"",""PRRT_kwDOR3YK5M6chLnU""]"	"[""register the pin outside the drm shim only block"",""add the typed pool calibration to qualification inventory"",""make wrong runner bindings fail the calibration""]"	configure-build-and-artifact-check	changed-since-review
240	review-shared-change-history-a3d731fddaf773e547e3a057a93394025833e651-8e1387b5c-481c617c7ec6	work-r3v-advertised-surface-deqp-binding-tsv-original-line-8-9b9190c10f30	2026-08-24T19:55:10Z	src/amd/r300/vulkan/tests/r3v_advertised_surface_deqp_binding.tsv	original line 8	1	"[""1759""]"	"[""PRRT_kwDOR3YK5M6b1VSk""]"	"[""exercise the xlib route before claiming it is bound""]"	schema-generator-and-mutation-check	changed-since-review
241	review-shared-change-history-8e1387b5c97e329dd7b12f9937d691611c40f63e-13683abd6-0375eab40766	work-r3v-native-object-lifetime-test-c-check-buffer-binding-const-414936dceb58	2026-08-24T19:55:11Z	src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c	check buffer binding const struct fixture f	1	"[""1759""]"	"[""PRRT_kwDOR3YK5M6b1VSr""]"	"[""add discovery provenance to the bridge claim""]"	warning-clean-driver-build-and-focused-test	changed-since-review
242	review-shared-change-history-8e1387b5c97e329dd7b12f9937d691611c40f63e-bd7fcf753-f92cd387f01b	work-r3v-native-compute-c-r3v-createdescriptorsetlayout-vkdevice-device-f637baf936e2	2026-08-24T20:04:47Z	src/amd/r300/vulkan/r3v_native_compute.c	r3v createdescriptorsetlayout vkdevice device	1	"[""1760""]"	"[""PRRT_kwDOR3YK5M6b1g0M""]"	"[""account for admitted dynamic descriptors at bind""]"	warning-clean-driver-build-and-focused-test	changed-since-review
243	review-shared-change-history-1099b1c71adc2055b4018cb4b6bc70cc9a7223f0-ebc8348c2-d190129ae80b	work-r3v-native-recording-c-r3v-cmdclearcolorimage-64444ff4dc3d	2026-08-24T20:12:10Z	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdclearcolorimage	1	"[""1762""]"	"[""PRRT_kwDOR3YK5M6b1pYE""]"	"[""support clears for every admitted destination format""]"	warning-clean-driver-build-and-focused-test	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-233-89aeb9bc6035	2026-08-24T20:12:38Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 233	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6V""]"	"[""verify that the drm shim preload actually succeeded""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-312-ed542a491718	2026-08-24T20:12:38Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 312	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6J""]"	"[""keep incomplete case records non passing""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-389-986d8425236a	2026-08-24T20:12:38Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 389	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6C""]"	"[""fail runs that report a late framework abort""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-435-f7fbe186c089	2026-08-24T20:12:38Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 435	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6O""]"	"[""require a fresh output directory before parsing artifacts""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-480-db9770ec16d2	2026-08-24T20:12:38Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 480	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p5-""]"	"[""refuse to grade mismatched source identities""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-257-dfe379ae9ad8	2026-08-24T20:12:39Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 257	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6r""]"	"[""preserve repeated dmesg events in the run delta""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-292-7b84d11cd052	2026-08-24T20:12:39Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 292	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6Z""]"	"[""reject duplicate case records in the qpa log""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-541-2012bc3e8353	2026-08-24T20:12:39Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 541	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6x""]"	"[""require the qpa session identity fields""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-original-line-71-fd38879168a2	2026-08-24T20:12:39Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	original line 71	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6m""]"	"[""record environment variables that select runtime identity""]"	python-test-black-and-ruff	changed-since-review
244	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-5b349f40bcf9	work-r3v-conformance-runner-py-class-runnerrefusal-exception-2f5da6707149	2026-08-24T21:55:46Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	class runnerrefusal exception	3	"[""1767""]"	"[""PRRT_kwDOR3YK5M6b3cjS"",""PRRT_kwDOR3YK5M6b3ziV"",""PRRT_kwDOR3YK5M6b3zid""]"	"[""enforce each slice s required evidence class"",""require hazard identity before launching an ad hoc run"",""bind the deqp executable to the pinned cts revision""]"	python-test-black-and-ruff	changed-since-review
245	review-shared-change-history-0d0e7f74784c996c7bf1d4414fb3a02dafa8beff-13683abd6-b58c8ba366b5	work-r3v-conformance-nonpass-ledger-tsv-original-line-2-eb6786ee734c	2026-08-24T20:12:39Z	src/amd/r300/vulkan/tests/r3v_conformance_nonpass_ledger.tsv	original line 2	1	"[""1761""]"	"[""PRRT_kwDOR3YK5M6b1p6h""]"	"[""restrict accepted notsupported results to optional cases""]"	schema-generator-and-mutation-check	changed-since-review
246	review-shared-change-history-8e1387b5c97e329dd7b12f9937d691611c40f63e-e68f40792-b2f97213d851	work-r3v-physical-device-c-r3v-getphysicaldevicequeuefamilyproperties2-vkphys-19ae2db7502b	2026-08-24T20:21:15Z	src/amd/r300/vulkan/r3v_physical_device.c	r3v getphysicaldevicequeuefamilyproperties2 vkphysicaldevice physicaldevice	1	"[""1765""]"	"[""PRRT_kwDOR3YK5M6b10Jz""]"	"[""record the discovery method for the queue claim authority""]"	warning-clean-driver-build-and-focused-test	changed-since-review
247	review-shared-change-history-60ae71b6e75360b9cc12dd4b524381da9da7feb4-c9d5859ca-1fdf182244de	work-r300-compute-verb-c-static-const-struct-r300-compute-verb-e298b05a31e3	2026-08-24T20:32:31Z	src/amd/r300/common/r300_compute_verb.c	static const struct r300 compute verb row rows r300 compute verb count	2	"[""1765""]"	"[""PRRT_kwDOR3YK5M6b2Bd-"",""PRRT_kwDOR3YK5M6b2BeE""]"	"[""keep finite verb coverage behind the nonconformance gate"",""reject truncated tables in the conformance predicate""]"	warning-clean-driver-build-and-focused-test	changed-since-review
248	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-1f91536e6-76cc56194d6c	work-r3v-conformance-partition-py-original-line-216-0809d4e66236	2026-08-24T21:55:46Z	src/amd/r300/vulkan/tests/r3v_conformance_partition.py	original line 216	1	"[""1767""]"	"[""PRRT_kwDOR3YK5M6b3cja""]"	"[""restrict slice names to output safe basenames""]"	python-test-black-and-ruff	changed-since-review
248	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-1f91536e6-76cc56194d6c	work-r3v-conformance-partition-py-original-line-255-2d1db908f12d	2026-08-24T22:12:53Z	src/amd/r300/vulkan/tests/r3v_conformance_partition.py	original line 255	1	"[""1767""]"	"[""PRRT_kwDOR3YK5M6b3tnS""]"	"[""reserve the uncovered artifact name""]"	python-test-black-and-ruff	changed-since-review
248	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-1f91536e6-76cc56194d6c	work-r3v-conformance-partition-py-original-line-275-68a4353107c2	2026-08-24T22:12:53Z	src/amd/r300/vulkan/tests/r3v_conformance_partition.py	original line 275	1	"[""1767""]"	"[""PRRT_kwDOR3YK5M6b3tnM""]"	"[""validate required evidence before opening the slice""]"	python-test-black-and-ruff	changed-since-review
248	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-1f91536e6-76cc56194d6c	work-r3v-conformance-partition-py-original-line-291-37b2735fbe75	2026-08-24T22:12:53Z	src/amd/r300/vulkan/tests/r3v_conformance_partition.py	original line 291	1	"[""1767""]"	"[""PRRT_kwDOR3YK5M6b3tnP""]"	"[""reconcile pilot coverage with the corpus denominator""]"	python-test-black-and-ruff	changed-since-review
249	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-069074e6bc40	work-r3v-conformance-partition-py-original-line-245-a2f69a5dda2b	2026-08-24T21:55:46Z	src/amd/r300/vulkan/tests/r3v_conformance_partition.py	original line 245	1	"[""1767""]"	"[""PRRT_kwDOR3YK5M6b3cjY""]"	"[""validate executable state against the partition authority""]"	python-test-black-and-ruff	changed-since-review
250	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-7f7feec24-e8940c4528a5	work-r3v-conformance-runner-py-def-execute-args-9396c0cd229d	2026-08-24T22:19:00Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	def execute args	11	"[""1767"",""1771"",""1772"",""1781"",""1786""]"	"[""PRRT_kwDOR3YK5M6b3zih"",""PRRT_kwDOR3YK5M6b3zio"",""PRRT_kwDOR3YK5M6b4UK1"",""PRRT_kwDOR3YK5M6b4UK5"",""PRRT_kwDOR3YK5M6b4bt5"",""PRRT_kwDOR3YK5M6b4btv"",""PRRT_kwDOR3YK5M6b41T8"",""PRRT_kwDOR3YK5M6b41UE"",""PRRT_kwDOR3YK5M6b6xcP"",""PRRT_kwDOR3YK5M6b8cXw"",""PRRT_kwDOR3YK5M6b8cXz""]"	"[""record one consistent caselist digest in the receipt"",""clear stale artifacts before recording a refused rerun"",""compare the declared caselist against its file digest"",""downgrade identity mismatches from verified result"",""clear verified result when an expected identity mismatches"",""compare the declared caselist digest using the manifest convention"",""require the queue report digest for verified result"",""bump the receipt schema for mandatory queue evidence"",""derive the caselist digest and cases from one snapshot"",""require an active per case capture before the planning bypass"",""stop the shard when kernel log continuity is lost""]"	python-test-black-and-ruff	changed-since-review
250	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-7f7feec24-e8940c4528a5	work-r3v-conformance-runner-py-def-seal-receipt-e4e20bebf64e	2026-08-24T22:56:21Z	src/amd/r300/vulkan/tests/r3v_conformance_runner.py	def seal receipt	8	"[""1771"",""1772""]"	"[""PRRT_kwDOR3YK5M6b4UK-"",""PRRT_kwDOR3YK5M6b4UKy"",""PRRT_kwDOR3YK5M6b4ULB"",""PRRT_kwDOR3YK5M6b4bt2"",""PRRT_kwDOR3YK5M6b4btr"",""PRRT_kwDOR3YK5M6b4btz"",""PRRT_kwDOR3YK5M6b4buF"",""PRRT_kwDOR3YK5M6b4tFj""]"	"[""match runtime events to the current boot"",""drain child output while supervising deqp"",""start the case deadline only after a case begins"",""bind runtime events to the current boot"",""drain child output while supervising deqp"",""reject queue reports without the required ledger digest"",""track case markers rather than raw log size"",""reject non object runtime event json""]"	python-test-black-and-ruff	changed-since-review
251	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-7f7feec24-eea41b438440	work-readme-md-hazard-is-assigned-from-the-cts-sources-a-d9bc20366441	2026-08-24T22:25:29Z	src/amd/r300/vulkan/README.md	hazard is assigned from the cts sources a family whose tests reach	1	"[""1768""]"	"[""PRRT_kwDOR3YK5M6b35q0""]"	"[""require verified provenance before verified result runs""]"	documentation-symbol-and-link-check	changed-since-review
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	work-r3v-native-plan-c-original-line-220-0649dd453d54	2026-08-24T22:28:04Z	src/amd/r300/vulkan/r3v_native_plan.c	original line 220	1	"[""1769""]"	"[""PRRT_kwDOR3YK5M6b38XI""]"	"[""allow the full kernel release abi length""]"	warning-clean-driver-build-and-focused-test	changed-since-review
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	work-r3v-native-plan-c-original-line-287-b2bdf50b42c4	2026-08-24T22:28:04Z	src/amd/r300/vulkan/r3v_native_plan.c	original line 287	1	"[""1769""]"	"[""PRRT_kwDOR3YK5M6b38W2""]"	"[""reject a trailing relocation column""]"	warning-clean-driver-build-and-focused-test	changed-since-review
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	work-r3v-native-plan-c-original-line-431-4f0b80b4d69f	2026-08-24T22:28:04Z	src/amd/r300/vulkan/r3v_native_plan.c	original line 431	1	"[""1769""]"	"[""PRRT_kwDOR3YK5M6b38Wt""]"	"[""enforce the referenced byte ceiling while parsing""]"	warning-clean-driver-build-and-focused-test	changed-since-review
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	work-r3v-native-plan-c-original-line-648-18f45218d96c	2026-08-24T22:28:04Z	src/amd/r300/vulkan/r3v_native_plan.c	original line 648	1	"[""1769""]"	"[""PRRT_kwDOR3YK5M6b38XE""]"	"[""bind the live evidence directory path""]"	warning-clean-driver-build-and-focused-test	changed-since-review
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	work-r3v-native-plan-c-original-line-768-aa07e5b0c2af	2026-08-24T22:28:04Z	src/amd/r300/vulkan/r3v_native_plan.c	original line 768	1	"[""1769""]"	"[""PRRT_kwDOR3YK5M6b38XO""]"	"[""check the deadline when finishing the session""]"	warning-clean-driver-build-and-focused-test	changed-since-review
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	work-r3v-native-plan-c-original-line-645-2f165e1c6db7	2026-08-24T22:49:31Z	src/amd/r300/vulkan/r3v_native_plan.c	original line 645	1	"[""1770""]"	"[""PRRT_kwDOR3YK5M6b4Obo""]"	"[""reject plans whose entries exceed the cumulative ceiling""]"	warning-clean-driver-build-and-focused-test	changed-since-review
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	work-r3v-native-plan-c-original-line-798-94ac79451ec6	2026-08-24T22:58:06Z	src/amd/r300/vulkan/r3v_native_plan.c	original line 798	1	"[""1769""]"	"[""PRRT_kwDOR3YK5M6b4Vuk""]"	"[""bind contamination to immutable device gate state""]"	warning-clean-driver-build-and-focused-test	changed-since-review
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	work-r3v-native-plan-c-original-line-724-94f47181c2dd	2026-08-24T22:58:07Z	src/amd/r300/vulkan/r3v_native_plan.c	original line 724	1	"[""1769""]"	"[""PRRT_kwDOR3YK5M6b4Vup""]"	"[""reject overflowing body sizes before sealing""]"	warning-clean-driver-build-and-focused-test	changed-since-review
